specialty,product-cat,caption,vendor,order_date,expiry_date,quantity,unit_cost,total_cost,shelf_life_days,days_to_expiry,product_order_count,avg_reorder_gap_days,risk_score,risk_tier
Surgery,Scissors,Mayo Scissors (Curved) Bladed Blunt/Blunt,Boston Scientific,2023-06-28,2027-06-28,48,39.9,1915.2,1461,334,20,54.05,36.3,Medium
Ortho Aid,Wrist & Elbow Splints,Wrist Binder With Double Lock,Santosh Surgical Instruments,2024-03-10,2028-03-10,14,19.845,277.83,1461,590,2,352.5,36.3,Medium
Surgery,Retractor,"Balfour Abdominal Retractor 3""",GPC Medical,2023-03-14,2027-03-14,45,218.9,9850.5,1461,228,12,75.16666666666667,36.3,Medium
Surgery,Retractor,Cloward Spreader,Lotus Surgicals,2023-04-10,2027-04-10,48,625.9,30043.2,1461,255,15,65.13333333333334,36.3,Medium
Surgery,Forceps,Bonney Plain Forceps,Hindustan Surgical,2023-06-12,2027-06-12,46,26.9,1237.4,1461,318,20,52.15,36.2,Medium
Surgery,Suction Units Portable,"Suction Unit - AC/DC, MS (15 Ltrs./Min)",GPC Medical,2024-06-11,2028-06-11,46,1976.8,90932.8,1461,683,10,97.4,36.2,Medium
Radiology Aid,Radiation Protection Head Shield,X-Ray Lead Cap (BARC Approved) - Lead Vinyl Core,Girish Surgical Works,2024-07-30,2028-07-30,48,84.0,4032.0,1461,732,3,213.0,36.2,Medium
Rubber Products,Breast Pump,"Rubber Bulbs for Breast Pump Superior, 25ml (Pack of 15 Pcs.)",Integra,2023-06-09,2027-06-09,49,161.778,7927.122,1461,315,9,89.44444444444444,36.2,Medium
Anesthesia Equipment,Anaesthesia Face Masks,"Face Mask, Size 0",CDR MEDICAL INDUSTRIES,2024-04-21,2027-04-21,50,19.6,980.0,1095,266,37,29.054054054054053,36.2,Medium
Anesthesia Equipment,Laryngoscope,McCoy Type Flexi Blade,Fortis Healthcare Limited,2024-05-15,2027-05-15,48,165.2,7929.6,1095,290,22,46.81818181818182,36.2,Medium
Surgery,Instrument Kit,Dressing Instrument Kit,AJMERA BIO-MEDICAL ENGINEERS,2024-04-04,2028-04-04,46,246.4,11334.4,1461,615,16,62.5625,36.2,Medium
General,Height & Weight Scales,"Digital Baby Weighing Scales, Capacity 20 Kg.",Medtronic,2023-08-14,2026-08-14,36,519.2,18691.2,1096,16,19,43.473684210526315,36.2,Medium
Misc Products,Lantern,Hurricane Lantern,Stryker,2023-09-12,2027-09-12,45,79.968,3598.56,1461,410,6,179.5,36.2,Medium
Surgery,Forceps,Backhaus Towel Forceps,Fortis Healthcare Limited,2023-10-17,2027-10-17,46,40.9,1881.4,1461,445,16,67.0,36.2,Medium
Anesthesia Equipment,Laryngoscope,LED Laryngoscope Set Miller (1 Year Warranty),Olympus,2024-08-25,2027-08-25,50,207.2,10360.0,1095,392,24,43.416666666666664,36.2,Medium
Ortho Aid,Wrist & Elbow Splints,Tennis Elbow Support,HI-TECH LAB PRODUCTS,2022-11-04,2026-11-04,28,25.41,711.48,1461,98,2,217.5,36.2,Medium
Anesthesia Equipment,Oxygen Mask,Oxygen Mask for Child,Lotus Surgicals,2023-08-04,2026-08-04,43,19.9,855.7,1096,6,35,30.34285714285714,36.2,Medium
Rubber Products,Breast Pump,Breast Pump (Pack of 15 Pcs.),Stryker,2022-11-21,2026-11-21,32,167.914,5373.248,1461,115,8,104.125,36.2,Medium
Surgery,Retractor,Morris Abdominal Retractor,Braun Medical India,2022-08-29,2026-08-29,30,57.5,1725.0,1461,31,13,80.76923076923077,36.1,Medium
Surgery,Retractor,Roux Retractor (Set of 3),M/S IMADE TECHNOLOGY PRIVATE LIMITED,2023-03-10,2027-03-10,45,54.9,2470.5,1461,224,19,50.73684210526316,36.1,Medium
Radiology Aid,X-Ray Hangers,X-Ray Hangers (Pack of 10 Pcs.),Inor Medical Products Ltd,2025-01-30,2029-01-30,36,242.704,8737.344,1461,916,3,280.0,36.1,Medium
Rubber Products,Chloroform Bellow,"Chloroform Sigmoidoscopes Bellow, 500ml",Dolphin Surgical,2023-11-20,2027-11-20,46,64.782,2979.972,1461,479,7,106.71428571428571,36.1,Medium
Surgery,Suction Units Electric,Suction Unit - Trolley Model (35 Ltrs./Min),Intersurgical,2023-09-04,2027-09-04,44,4401.6,193670.4,1461,402,10,89.2,36.1,Medium
Lab Equipment,Hot Air Sterilizers,"Hot Air Sterilizer, Double Wall, Universal Type, Upto 250ÂºC 324 Ltrs Aluminium Chambers",Wockhardt Limited,2025-01-17,2029-01-17,45,7335.664,330104.88,1461,903,5,163.6,36.1,Medium
Surgery,Suction Units Portable,"Suction Unit - AC/DC, ABS (30 Ltrs./Min)",Poly Medicure,2022-12-13,2026-12-13,43,1592.64,68483.52,1461,137,16,60.125,36.1,Medium
Emergency Medicine,Syringe,Disposable syringe,M/S IMADE TECHNOLOGY PRIVATE LIMITED,2022-11-15,2026-11-15,35,3.8,133.0,1461,109,15,59.333333333333336,36.1,Medium
Other Instruments,Oximeter,Pulse Oximeter,Delux Surgical,2024-06-15,2028-06-15,47,149.9,7045.3,1461,687,8,111.875,36.1,Medium
Surgery,Scissors,Metzenbaum Scissors (Curved),Santosh Surgical Instruments,2023-04-09,2027-04-09,46,37.9,1743.4,1461,254,16,59.1875,36.1,Medium
Linen,Hospital Uniform,Disposable Surgeon Gown (Non Woven Fabric),SISCO ,2023-02-09,2027-02-09,37,30.03,1111.11,1461,195,4,112.5,36.1,Medium
OPT Equipments,Electrosurgical Unit,Electrosurgical Unit (Diathermy Machine) 400 DX+,Max Healthcare Institute Limited,2023-10-07,2027-10-07,48,6249.6,299980.8,1461,435,10,97.0,36.1,Medium
General,Height & Weight Scales,"Digital Weighing Scale, Glass, 150 Kg",Cook India,2024-02-22,2027-02-22,43,129.8,5581.4,1096,208,17,61.05882352941177,36.0,Medium
Surgery,Retractor,Deaver Retractor,Arena Medical Care,2022-10-08,2026-10-08,43,25.0,1075.0,1461,71,20,50.95,36.0,Medium
Linen,Hospital Uniform,"IndoSurgicals Scrub Suit for Doctors, Unisex, Poly Cotton (Grey)",Poly Medicure,2023-02-19,2027-02-19,42,69.9,2935.8,1461,205,4,159.75,36.0,Medium
Surgery,Retractor,Gelpi Retractor,Lotus Surgicals,2023-09-13,2027-09-13,47,218.9,10288.3,1461,411,14,68.85714285714286,36.0,Medium
Plastic Surgery,Scissors,Metzenbaum scissors,ACCURATE MACHINES,2025-03-12,2029-03-12,47,145.5,6838.5,1461,957,6,136.33333333333334,36.0,Medium
Ortho Instruments,Saw,Amputation Saw,Gesco Healthcare,2022-12-26,2026-12-26,44,134.4,5913.6,1461,150,6,146.66666666666666,36.0,Medium
Lab Plasticware,Funnels,Buchner Funnel,Romsons,2023-09-10,2027-09-10,42,114.578,4812.276,1461,408,6,112.66666666666667,36.0,Medium
OPT Equipments,OT Lights,Halogen Ceiling OT Light,Trivitron Healthcare Private Limited,2022-11-10,2026-11-10,32,4687.078,149986.496,1461,104,4,216.75,36.0,Medium
Hollowware,General Quality,"Dressing Drum 15"" x 12"" - General Quality",Arena Medical Care,2023-02-27,2027-02-27,30,189.9,5697.0,1461,213,3,155.66666666666666,36.0,Medium
Surgery,Scissors,Stevens Tenotomy Scissors (Straight),M/S IMADE TECHNOLOGY PRIVATE LIMITED,2022-10-20,2026-10-20,34,46.9,1594.6,1461,83,9,113.55555555555556,36.0,Medium
Surgery,Forceps,Cheatle Forceps,Boston Scientific,2022-11-16,2026-11-16,35,42.9,1501.5,1461,110,12,71.58333333333333,36.0,Medium
Lab Plasticware,Lab Beakers,Beakers (Euro Design),Fortis Healthcare Limited,2023-03-09,2027-03-09,48,37.052,1778.496,1461,223,8,96.875,36.0,Medium
Hollowware,Thermometer & Forceps Jar,Forceps Jar (Light Base),Cook India,2023-07-13,2027-07-13,47,49.28,2316.16,1461,349,7,115.28571428571429,36.0,Medium
Linen,Hospital Uniform,"IndoSurgicals Scrub Suit for Doctors, Unisex, Poly Cotton (Brown)",Rama Surgical House,2022-11-05,2026-11-05,1,69.9,69.9,1461,99,4,215.75,36.0,Medium
Lab Plasticware,Racks & Stands,Test Tube Stand (Pack of 12 Pcs.),Boston Scientific,2023-03-05,2027-03-05,7,69.738,488.166,1461,219,3,248.0,36.0,Medium
Surgery,Retractor,Caspar Cervical Retractor,Terumo,2022-10-16,2026-10-16,44,1999.9,87995.6,1461,79,20,49.35,36.0,Medium
Rubber Products,Chloroform Bellow,"Chloroform Sigmoidoscopes Bellow, 1000ml",Romsons Group Of Industries,2023-08-09,2027-08-09,37,77.762,2877.194,1461,376,3,113.0,36.0,Medium
Radiology Aid,Radiation Protection Head Shield,X-Ray Lead Cap (BARC Approved) - Lead Vinyl Core,3M India,2022-10-30,2026-10-30,27,84.0,2268.0,1461,93,3,213.0,36.0,Medium
General,Stethoscope,IndoSurgicals Silvery II-SS Stethoscope (Free Engraving),HI-TECH LAB PRODUCTS,2024-03-17,2027-03-17,46,119.9,5515.4,1095,231,19,46.68421052631579,35.9,Medium
Surgery,Suction Units Portable,Suction Unit - ABS (20 Ltrs./Min),Romsons,2023-02-23,2027-02-23,47,896.0,42112.0,1461,209,24,41.125,35.9,Medium
Furniture,Stretchers,Patient Stretcher Trolley,Wockhardt Limited,2023-06-13,2027-06-13,42,979.4,41134.8,1461,319,4,97.0,35.9,Medium
Laparoscopic Instrument,Retractor,Liver Retractor,Intersurgical,2022-08-18,2026-08-18,26,1154.9,30027.4,1461,20,6,142.66666666666666,35.9,Medium
Opthalmology Instruments,Cautery,Wills Copper Ball Cautery,Ben Franklin Opticians,2022-12-29,2026-12-29,38,31.9,1212.2,1461,153,7,115.85714285714286,35.9,Medium
ENT Instruments,Forceps,King Vein Graft Press Forceps,Terumo,2023-05-10,2027-05-10,34,61.9,2104.6,1461,285,8,113.125,35.8,Medium
Surgery,Forceps,Ryder Needle Holder 8â€,Boston Scientific,2022-11-29,2026-11-29,38,52.0,1976.0,1461,123,16,59.0625,35.8,Medium
Surgery,Instrument Kit,Gynecology Instruments Set,Olympus,2022-10-28,2026-10-28,38,179.2,6809.6,1461,91,10,97.4,35.8,Medium
Radiology Aid,Lead Aprons,NoPbÂ® Frontal Protection Lead Vest & Skirt,Trivitron Healthcare Private Limited,2024-06-10,2028-06-10,46,1741.6,80113.6,1461,682,6,131.33333333333334,35.8,Medium
Laparoscopic Instrument,Clip Applicator,Bulldog Clamp with 6 Clips,Romsons Group Of Industries,2024-12-31,2028-12-31,47,1299.9,61095.3,1461,886,7,141.28571428571428,35.8,Medium
Ortho Instruments,Chisel,Orthopedic Chisel (Straight) Stainless Steel,Inor Medical Products Ltd,2023-04-09,2027-04-09,44,54.5,2398.0,1461,254,3,109.33333333333333,35.8,Medium
Lab Equipment,Laboratory Water Bath,Serological Water Bath Thermostatic Controlled With Thermostat 31 Ltrs.,Narang,2024-02-14,2028-02-14,36,5191.088,186879.168,1461,565,6,161.5,35.8,Medium
Sterilizers,Non-Electric Autoclave,"Autoclave (40 litres) Non-Electric, Pressure Cooker Type, Mirror Finish",Olympus,2024-02-23,2027-02-23,37,1279.9,47356.3,1096,209,11,34.54545454545455,35.8,Medium
Misc Products,Brush,Surgeons Nail Brush,Baxter,2022-10-12,2026-10-12,3,7.616,22.848,1461,75,4,205.5,35.8,Medium
Sterilizers,Non-Electric Autoclave,"Autoclave (13 litres) Non-Electric, Pressure Cooker Type, Mirror Finish",Stryker,2023-11-03,2026-11-03,43,479.9,20635.7,1096,97,14,70.42857142857143,35.8,Medium
Radiology Aid,X-Ray View Box,Slim LED X Ray View Box (25mm Thickness) With Dimmer & Sensor - Triple Film,Shilpa Medicare Limited,2024-04-11,2028-04-11,44,2670.0,117480.0,1461,622,3,223.66666666666666,35.8,Medium
Lab Equipment,Laboratory Water Bath,Serological Water Bath Thermostatic Controlled With Stirrer & PID Based Digital Controller cum Indicator 23 Ltrs.,Romsons,2023-01-30,2027-01-30,39,3954.72,154234.08,1461,185,11,68.72727272727273,35.8,Medium
Surgery,Suction Units Portable,Suction Unit - ABS (20 Ltrs./Min),Romsons,2022-09-27,2026-09-27,43,896.0,38528.0,1461,60,24,41.125,35.8,Medium
Opthalmology Instruments,Blade,Barraquer Wire Speculum Solid Blade,3M India,2023-08-25,2027-08-25,47,36.9,1734.3,1461,392,7,144.14285714285714,35.8,Medium
Surgery,Forceps,Tracheal Dilating Forceps (Bowlby Dilator),Ambu,2022-10-09,2026-10-09,44,81.5,3586.0,1461,72,15,52.8,35.8,Medium
Critical Care,Bandage,Compression bandage,Thyrocare Technologies Limited,2024-01-08,2028-01-08,50,39.9,1995.0,1461,528,5,168.6,35.8,Medium
Surgery,Retractor,Deaver Retractor,Sree Balaji Surgicals,2023-03-02,2027-03-02,47,25.0,1175.0,1461,216,20,50.95,35.8,Medium
Ortho Aid,Knee Calf & Ankle Splints,Compression Stocking Below Knee,Dr. Lal PathLabs Limited,2023-03-25,2027-03-25,39,56.175,2190.825,1461,239,6,165.66666666666666,35.7,Medium
General,Stethoscope,IndoSurgicals Silvery III Stethoscope,Baxter,2023-12-11,2026-12-11,47,159.9,7515.3,1096,135,21,51.19047619047619,35.7,Medium
Surgery,Forceps,"Wilson Artery Forceps, 8""",GE Healthcare,2022-10-10,2026-10-10,38,61.6,2340.8,1461,73,11,82.63636363636364,35.7,Medium
General,Cylinder,Oxygen Cylinder 3.0 Ltrs.,Terumo,2023-10-27,2026-10-27,38,674.96,25648.48,1096,90,35,29.0,35.7,Medium
Lab Equipment,Hot Air Sterilizers,"Hot Air Sterilizer, Triple Wall with Air Circulating System upto 250ÂºC 122 Ltrs",Inor Medical Products Ltd,2025-01-19,2029-01-19,44,7712.992,339371.648,1461,905,7,125.71428571428571,35.7,Medium
Ortho Aid,Walking Sticks,"Walking Stick, Quadripod (Four Legs), Adjustable",Palakkad Surgical,2023-04-15,2027-04-15,23,68.985,1586.655,1461,260,3,255.66666666666666,35.7,Medium
OB/GYN Instruments,Pessaries,Ring Vaginal Pessary Silicone Non Sterile (Medium) - 1 Pc.,Dr. Lal PathLabs Limited,2024-08-03,2028-08-03,46,29.9,1375.4,1461,736,8,108.375,35.7,Medium
OPT Equipments,Electrosurgical Unit,Electrosurgical Unit (Diathermy Machine) 250 MDD+,Apollo Hospitals Enterprise Limited,2023-06-13,2027-06-13,47,3528.0,165816.0,1461,319,5,55.8,35.7,Medium
Monitor,BP Monitor,Digital B.P Monitor,Cook India,2023-08-15,2027-08-15,50,209.44,10472.0,1461,382,10,96.4,35.7,Medium
Misc Products,Mattress,Rossmax AM30 Air Mattress Bubble Type,Integra,2023-11-03,2027-11-03,46,258.608,11895.968,1461,462,4,81.25,35.7,Medium
Lab Equipment,Laboratory Incubators,Laboratory Incubator Universal Type 43 Ltrs SS Chambers,SISCO ,2022-08-21,2026-08-21,20,2496.144,49922.88,1461,23,5,190.6,35.7,Medium
General,Stethoscope,IndoSurgicals Silvery Stethoscope (Free Engraving),Santosh Surgical Instruments,2024-01-21,2027-01-21,45,74.9,3370.5,1096,176,26,38.57692307692308,35.7,Medium
Cardiothoracic Instrument,Forceps,DeBakey Satinsky Forceps,Girish Surgical Works,2023-02-07,2027-02-07,37,226.9,8395.3,1461,193,15,59.46666666666667,35.7,Medium
Surgery,Scissors,"Tungsten Carbide (TC), Mayo Scissor, Curved",B. Braun,2023-06-04,2027-06-04,44,199.9,8795.6,1461,310,14,75.07142857142857,35.7,Medium
Furniture,Hospital Ward Furniture,Overbed Table Manual,Cook India,2024-12-01,2028-12-01,30,578.2,17346.0,1461,856,2,306.5,35.7,Medium
Radiology Aid,Lead Aprons,StPbÂ® Full Protection - Full Over Lap (Wrap Around Lead Vest & Skirt),3M India,2024-01-22,2028-01-22,50,1400.0,70000.0,1461,542,9,96.44444444444444,35.7,Medium
Ortho Aid,Wrist & Elbow Splints,Tennis Elbow Support,Romsons,2024-01-13,2028-01-13,37,25.41,940.17,1461,533,2,217.5,35.6,Medium
Anesthesia Equipment,Bain Circuit,IndoSurgicals Bain Circuit (Child),Romsons Group Of Industries,2023-09-21,2026-09-21,39,44.9,1751.1,1096,54,17,62.35294117647059,35.6,Medium
Laparoscopic Instrument,Clip Applicator,Ring Applicator 7mm,Narang,2022-10-19,2026-10-19,35,664.9,23271.5,1461,82,7,114.57142857142857,35.6,Medium
Disposables,Urology,Romsons Urometer Urine Collecting Bag with Measured Volume Chamber,Romsons Group Of Industries,2024-02-29,2028-02-29,47,12.075,567.525,1461,580,3,160.66666666666666,35.6,Medium
Linen,Hospital Uniform,Reinforced Surgical Gown,Terumo,2024-08-22,2028-08-22,35,27.72,970.2,1461,755,6,175.33333333333334,35.6,Medium
Surgery,Scissors,"Tungsten Carbide (TC), Metzenbaum Scissor, Curved",Medtronic,2023-04-15,2027-04-15,41,189.9,7785.9,1461,260,12,88.5,35.6,Medium
Surgery,Instrument Kit,D&C Kit,HI-TECH LAB PRODUCTS,2023-05-23,2027-05-23,50,314.9,15745.0,1461,298,16,60.8125,35.6,Medium
Surgery,Scalpel,B.P. Handle (Scalpel Handle) No. 10,Siemens Healthineers,2023-03-30,2027-03-30,43,22.4,963.2,1461,244,17,59.411764705882355,35.6,Medium
Misc Products,Stove,Petromax Pressure Type,Thyrocare Technologies Limited,2022-11-15,2026-11-15,19,264.88,5032.72,1461,109,3,213.33333333333334,35.6,Medium
Lab Plasticware,Lab Bottles,Carboy,Bard,2022-11-01,2026-11-01,39,150.332,5862.948,1461,95,6,84.5,35.6,Medium
General,Cylinder,Flow Meter with Humidifier Bottle,Santosh Surgical Instruments,2024-02-26,2027-02-26,46,169.9,7815.4,1096,212,43,24.41860465116279,35.6,Medium
Sterilizers,Electric Autoclave,"Autoclave (40 litres) Electric, Pressure Cooker Type, Mirror Finish",Olympus,2023-08-24,2026-08-24,41,1299.9,53295.9,1096,26,12,64.16666666666667,35.6,Medium
General,Height & Weight Scales,"Baby Weighing Scale, Salter Type (Dial), ABS Plastic Body with Trouser",GPC Medical,2024-10-29,2027-10-29,46,99.9,4595.4,1095,457,17,63.88235294117647,35.5,Medium
Surgery,Forceps,Piles Holding Forceps,Hindustan Syringes,2023-10-18,2027-10-18,44,78.4,3449.6,1461,446,16,64.0,35.5,Medium
General,Height & Weight Scales,Weighing Trouser for Baby Weighing scales (Pack of 5 Pcs.),Bauch & Lomb,2024-04-22,2027-04-22,46,49.9,2295.4,1095,267,21,48.714285714285715,35.5,Medium
Sterilizers,Non-Electric Autoclave,"Autoclave (21 litres) Non-Electric, Pressure Cooker Type, Mirror Finish",SISCO ,2024-11-14,2027-11-14,48,649.9,31195.2,1095,473,10,63.2,35.5,Medium
Lab Equipment,Laboratory Hot Plates,Laboratory Rectangular Heating Plate with Cast Iron Top 2kw with Thermostat upto 300 Degree,Romsons Group Of Industries,2023-11-27,2027-11-27,44,1325.52,58322.88,1461,486,4,82.25,35.5,Medium
Radiology Aid,X-Ray Cassettes,X-Ray Film Cassette Without Film / Screen,Dr. Lal PathLabs Limited,2022-12-04,2026-12-04,32,257.6,8243.2,1461,128,7,75.71428571428571,35.5,Medium
ENT Instruments,Laryngoscope,Fiber Optic LED Laryngoscope Set Miller,Siemens Healthineers,2022-12-05,2026-12-05,49,672.0,32928.0,1461,129,33,31.393939393939394,35.5,Medium
Radiology Aid,Thyroid Collar/Shield,"X-Ray Thyroid Collar, Lead Equivalency 0.50mm (BARC Approved)",B. Braun,2023-04-04,2027-04-04,45,79.9,3595.5,1461,249,8,116.75,35.5,Medium
Anesthesia Equipment,Laryngoscope,LED Laryngoscope Set Macintosh (Deluxe Quality),Fortis Healthcare Limited,2023-08-17,2026-08-17,42,276.998,11633.916,1096,19,16,66.1875,35.5,Medium
Opthalmology Instruments,Curette,Meyerhoefer Chalazion Curette,Santosh Surgical Instruments,2024-01-25,2028-01-25,43,23.9,1027.7,1461,545,7,134.42857142857142,35.4,Medium
Ortho Aid,Abdominal Splint,Hernia Belt (Double Pad),Dolphin Surgical,2023-08-17,2027-08-17,38,43.05,1635.9,1461,384,8,116.375,35.4,Medium
Surgery,Instrument Kit,Dissecting Set of 19 Instruments,Gesco Healthcare,2023-04-14,2027-04-14,40,75.6,3024.0,1461,259,14,53.714285714285715,35.4,Medium
Ortho Aid,Abdominal Splint,Hernia Belt (Double Pad),Medtronic,2023-02-08,2027-02-08,34,43.05,1463.7,1461,194,8,116.375,35.4,Medium
Anesthesia Equipment,Oxygen Cylinder & Regulators,Emergency Oxygen Cylinder Kit,Opto Circuits India Limited,2023-11-11,2026-11-11,41,826.0,33866.0,1096,105,37,27.27027027027027,35.4,Medium
Lab Equipment,Laboratory Incubators,Laboratory Incubator Universal Type 324 Ltrs SS Chambers,Narang,2023-08-29,2027-08-29,47,8253.84,387930.48,1461,396,8,55.0,35.4,Medium
Plastic Surgery,Suture,Monocryl suture,AJMERA BIO-MEDICAL ENGINEERS,2023-06-03,2027-06-03,42,65.5,2751.0,1461,309,6,96.16666666666667,35.4,Medium
Surgery,Instrument Kit,Cesarean Section Set,Ben Franklin Opticians,2023-07-27,2027-07-27,46,599.2,27563.2,1461,363,13,81.92307692307692,35.4,Medium
Surgery,Retractor,Tracheal Hook/Retractor Sharp One Prong,Rama Surgical House,2023-01-19,2027-01-19,34,20.0,680.0,1461,174,15,72.6,35.3,Medium
Lab Equipment,Laboratory Microscope,Monocular Research Microscope,Intersurgical,2023-01-13,2027-01-13,44,2036.608,89610.752,1461,168,5,82.8,35.3,Medium
Neurology Instruments,Hammer,Queen Square Reflex Hammer with Pointed Stainless Steel Tip,ACCURATE MACHINES,2023-08-04,2027-08-04,45,23.9,1075.5,1461,371,7,148.0,35.3,Medium
Radiology Aid,Lead Aprons,Lead Apron (Strap Type) Lead Equivalency 0.35mm (BARC Approved),Lotus Surgicals,2023-11-25,2027-11-25,41,264.9,10860.9,1461,484,2,201.0,35.3,Medium
Ortho Aid,Walkers,"Walker, Non-Folding, Aluminium",Santosh Surgical Instruments,2023-06-25,2027-06-25,39,250.635,9774.765,1461,331,5,92.8,35.3,Medium
Surgery,Forceps,Bonney Tissue Forceps,Integra,2022-12-26,2026-12-26,43,26.9,1156.7,1461,150,18,59.833333333333336,35.3,Medium
Surgery,Suction Units Portable,Suction Unit - ABS (20 Ltrs./Min),Gesco Healthcare,2023-03-24,2027-03-24,47,896.0,42112.0,1461,238,24,41.125,35.3,Medium
Furniture,Hospital Beds,Fowler Bed with ABS Panel,Ben Franklin Opticians,2023-03-05,2027-03-05,48,3283.704,157617.792,1461,219,7,101.42857142857143,35.3,Medium
Surgery,Forceps,"GREY Gall Duct Forceps (Toothed) 10""",Hindustan Surgical,2023-01-29,2027-01-29,40,76.9,3076.0,1461,184,11,85.72727272727273,35.3,Medium
General,Cylinder,Oxygen Cylinder 10.2 Ltrs.,Wockhardt Limited,2023-08-18,2026-08-18,45,843.7,37966.5,1096,20,33,30.87878787878788,35.3,Medium
Cardiothoracic Surgery,Stent,Coronary stent,Fortis Healthcare Limited,2024-10-21,2028-10-21,50,6268.3,313415.0,1461,815,5,174.8,35.3,Medium
General,Height & Weight Scales,Mid Upper Arm Circumference (MUAC) Tape,Boston Scientific,2023-08-25,2026-08-25,38,1.9,72.2,1096,27,18,59.333333333333336,35.3,Medium
Ortho Instruments,Lever,Laneâ€™s Bone Lever (Serrated),Fortis Healthcare Limited,2023-02-20,2027-02-20,27,61.6,1663.2,1461,206,3,235.33333333333334,35.3,Medium
Gastroenterology Instruments,Rectal Speculum,Pratt Rectal Speculum,Romsons,2022-08-19,2026-08-19,33,366.9,12107.7,1461,21,7,92.14285714285714,35.2,Medium
Lab Equipment,Laboratory Water Bath,Serological Water Bath Thermostatic Controlled With Thermostatic 23 Ltrs.,Rama Surgical House,2023-01-28,2027-01-28,43,4957.568,213175.424,1461,183,3,49.666666666666664,35.2,Medium
Surgery,Forceps,Green Armytage Forceps,Girish Surgical Works,2022-09-17,2026-09-17,43,50.9,2188.7,1461,50,22,48.68181818181818,35.2,Medium
Other Instruments,Circuit,Bain Circuit,Becton Dickinson,2022-12-28,2026-12-28,35,45.9,1606.5,1461,152,15,66.2,35.2,Medium
Rubber Products,Enema Products,Rubber Enema Bag Kit 1 Liter,M/S IMADE TECHNOLOGY PRIVATE LIMITED,2022-12-17,2026-12-17,23,49.9,1147.7,1461,141,2,217.0,35.2,Medium
Lab Equipment,Medium Centrifuge,"Medium Centrifuge With Timer Auto Stop model, 12 x 5ml",Inor Medical Products Ltd,2022-11-11,2026-11-11,4,1493.998,5975.992,1461,105,5,206.6,35.2,Medium
Lab Equipment,Hot Air Sterilizers,"Hot Air Sterilizer, Double Wall, Universal Type, Upto 250ÂºC 216 Ltrs SS Chambers",GE Healthcare,2023-02-28,2027-02-28,3,5334.896,16004.688,1461,214,3,236.0,35.2,Medium
